Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Joining_Date,Monthly_Salary,Performance_Rating,Attendance_Percentage,Promotion_Status,Work_Location,,,Days_Since_Joining,Min-max scaling of performance,min-max scaling of attendance,Scaling for attendance,Value of the Employee,Rating,,,
EMP1274,Gitanjali Kumar,22,Male,Finance,Analyst,23/05/25,185245,2,94.9,Not Promoted,Chennai,,,406,0.25,0.94,0.129803035,0.433,Low,,,
EMP1275,Gitanjali Desai,55,Male,Finance,Analyst,29/03/25,31983,3,50.1,Not Promoted,Mumbai,,,461,0.5,0.412941176,0.147562157,0.403,Low,,,
EMP1276,Usha Rajan,40,Male,Sales,Consultant,26/06/19,37452,5,63.4,Promoted,Kolkata,,,2564,1,0.569411765,0.826606393,0.836,High,,,
EMP1277,Pankaj Lal,56,Female,Sales,Coordinator,09/02/23,221924,4,91.6,Promoted,Bengaluru,,,1240,0.75,0.901176471,0.399095899,0.725,High,,,
EMP1278,Komal Hegde,38,Female,Logistics,Manager,14/02/25,177081,1,73,Not Promoted,Pune,,,504,0,0.682352941,0.161446561,0.237,Low,,,
EMP1279,Lokesh Mehta,24,Female,Information Technology,Coordinator,26/09/19,100,3,85.2,Promoted,Delhi,,,2472,0.5,0.825882353,0.796900226,0.657,High,,,
EMP1280,Pooja Gupta,38,Male,Human Resources,Executive,05/06/18,102824,1,89.6,Not Promoted,Bengaluru,,,2950,0,0.877647059,0.951243139,0.454,Low,,,
EMP1281,Radha Chopra,43,Female,Customer Support,Supervisor,01/12/23,95176,5,51.8,Not Promoted,Pune,,,945,1,0.432941176,0.303842428,0.691,High,,,
EMP1282,Rohit Verma,49,Male,Information Technology,Associate,28/07/19,236890,3,67.2,Not Promoted,Ahmedabad,,,2532,0.5,0.614117647,0.816273813,0.597,Medium,,,
EMP1283,Ramesh Sinha,32,Male,Operations,Supervisor,17/09/25,250792,4,90,Not Promoted,Hyderabad,,,289,0.75,0.882352941,0.09202454,0.658,High,,,
EMP1284,Swati Lal,31,Female,Human Resources,Specialist,06/11/25,147357,3,75.6,Promoted,Mumbai,,,239,0.5,0.712941176,0.075879884,0.479,Medium,,,
EMP1285,Sanjay Chauhan,43,Female,Marketing,Manager,27/08/20,281279,1,87.3,Not Promoted,Ahmedabad,,,2136,0,0.850588235,0.688408137,0.393,Low,,,
EMP1286,Rekha Lal,42,Male,Human Resources,Analyst,30/08/21,47326,1,99.9,Promoted,Kolkata,,,1768,0,0.998823529,0.569583468,0.414,Low,,,
EMP1287,Sunita Chauhan,22,Female,Customer Support,Associate,25/04/23,205051,5,54.8,Not Promoted,Hyderabad,,,1165,1,0.468235294,0.374878915,0.715,High,,,
EMP1288,Shreya Mehta,55,Male,Finance,Executive,21/08/18,202291,1,63.6,Not Promoted,Chennai,,,2873,0,0.571764706,0.926380368,0.357,Low,,,
EMP1289,Shreya Naik,35,Female,Research & Development,Specialist,15/09/19,260860,1,68.2,Not Promoted,Kochi,,,2483,0,0.625882353,0.80045205,0.348,Low,,,
EMP1290,Akash Agarwal,22,Male,Marketing,Analyst,06/02/23,259142,5,53.4,Not Promoted,Mumbai,,,1243,1,0.451764706,0.400064579,0.716,High,,,
EMP1291,Komal Mukherjee,48,Female,Logistics,Coordinator,07/01/24,183814,1,99.4,Not Promoted,Chennai,,,908,0,0.992941176,0.291895383,0.356,Low,,,
EMP1292,Aditya Tiwari,25,Male,Logistics,Consultant,08/06/26,162596,3,68.3,Promoted,Bengaluru,,,25,0.5,0.627058824,0.006780756,0.439,Low,,,
EMP1293,Kiran Banerjee,23,Female,Customer Support,Analyst,21/01/26,273803,5,83.1,Promoted,Kolkata,,,163,1,0.801176471,0.051340006,0.751,High,,,
EMP1294,Meera Chauhan,57,Male,Operations,Team Lead,22/04/26,66638,2,64.4,Not Promoted,Bengaluru,,,72,0.25,0.581176471,0.021956732,0.304,Low,,,
EMP1295,Seema Agarwal,46,Male,Customer Support,Executive,07/01/20,87823,2,81.2,Not Promoted,Pune,,,2369,0.25,0.778823529,0.763642234,0.511,Medium,,,
EMP1296,Komal Gupta,40,Female,Sales,Engineer,14/02/18,209828,1,88.3,Not Promoted,Coimbatore,,,3061,0,0.862352941,0.987084275,0.456,Medium,,,
EMP1297,Kavya Jain,46,Female,Marketing,Consultant,03/03/20,29967,1,90.5,Not Promoted,Kochi,,,2313,0,0.888235294,0.74556022,0.416,Low,,,
EMP1298,Sanjay Sinha,53,Male,Research & Development,Supervisor,30/01/25,103693,3,91.1,Promoted,Hyderabad,,,519,0.5,0.895294118,0.166289958,0.552,Medium,,,
EMP1299,Anjali Kapoor,23,Female,Marketing,Coordinator,25/04/18,83808,1,82.4,Not Promoted,Delhi,,,2991,0,0.792941176,0.964481757,0.431,Low,,,
EMP1300,Chirag Mehta,26,Male,Customer Support,Coordinator,29/12/21,42071,2,93.1,Not Promoted,Mumbai,,,1647,0.25,0.918823529,0.5305134,0.507,Medium,,,
EMP1301,Meera Verma,56,Male,Administration,Analyst,05/08/19,102840,4,78.2,Not Promoted,Kochi,,,2524,0.75,0.743529412,0.813690668,0.761,High,,,
EMP1302,Neha Kapoor,27,Male,Operations,Engineer,07/04/19,140374,4,62.1,Not Promoted,Coimbatore,,,2644,0.75,0.554117647,0.852437843,0.712,High,,,
EMP1303,Lokesh Menon,54,Female,Operations,Associate,15/12/19,52996,2,84.1,Promoted,Chennai,,,2392,0.25,0.812941176,0.771068776,0.523,Medium,,,
EMP1304,Usha Gandhi,47,Male,Sales,Associate,20/02/20,277269,2,87.9,Not Promoted,Pune,,,2325,0.25,0.857647059,0.749434937,0.532,Medium,,,
EMP1305,Ananya Rajan,56,Male,Information Technology,Engineer,16/03/21,98635,3,73.4,Not Promoted,Chennai,,,1935,0.5,0.687058824,0.623506619,0.581,Medium,,,
EMP1306,Harish Tiwari,58,Female,Administration,Consultant,24/06/26,65587,4,85.4,Not Promoted,Bengaluru,,,9,0.75,0.828235294,0.001614466,0.624,Medium,,,
EMP1307,Rahul Sinha,42,Female,Logistics,Analyst,06/08/20,292789,1,84,Not Promoted,Delhi,,,2157,0,0.811764706,0.695188892,0.383,Low,,,
EMP1308,Vijay Chauhan,55,Female,Human Resources,Executive,27/03/25,207192,1,86.1,Not Promoted,Hyderabad,,,463,0,0.836470588,0.148207943,0.281,Low,,,
EMP1309,Farhan Kulkarni,58,Female,Sales,Executive,26/10/23,130494,3,56.9,Not Promoted,Chennai,,,981,0.5,0.492941176,0.315466581,0.461,Medium,,,
EMP1310,Indira Iyer,37,Male,Marketing,Team Lead,14/12/19,41235,3,80,Not Promoted,Pune,,,2393,0.5,0.764705882,0.771391669,0.634,Medium,,,
EMP1311,Geeta Das,34,Female,Administration,Team Lead,13/09/18,36241,5,51.2,Promoted,Coimbatore,,,2850,1,0.425882353,0.918953826,0.812,High,,,
EMP1312,Aarav Chatterjee,50,Male,Administration,Associate,26/05/23,61432,1,68.6,Promoted,Mumbai,,,1134,0,0.630588235,0.364869228,0.262,Low,,,
EMP1313,Vikram Gupta,50,Male,Information Technology,Consultant,13/04/25,113465,2,73.9,Not Promoted,Bengaluru,,,446,0.25,0.692941176,0.14271876,0.361,Low,,,
EMP1314,Rahul Gupta,59,Male,Operations,Manager,18/01/23,257230,1,66.3,Promoted,Pune,,,1262,0,0.603529412,0.406199548,0.262,Low,,,
EMP1315,Esha Malhotra,60,Male,Operations,Associate,28/02/26,134979,4,85.5,Promoted,Delhi,,,125,0.75,0.829411765,0.039070068,0.632,Medium,,,
EMP1316,Neha Krishnan,37,Female,Marketing,Coordinator,20/09/19,20376,2,64.9,Not Promoted,Mumbai,,,2478,0.25,0.587058824,0.798837585,0.461,Medium,,,
EMP1317,Pooja Pillai,21,Female,Customer Support,Associate,23/09/22,150491,3,56.8,Promoted,Bengaluru,,,1379,0.5,0.491764706,0.443978043,0.486,Medium,,,
EMP1318,Vishal Bhatt,32,Female,Human Resources,Engineer,16/11/23,110171,3,52.7,Not Promoted,Ahmedabad,,,960,0.5,0.443529412,0.308685825,0.445,Low,,,
EMP1319,Sunita Pillai,50,Male,Human Resources,Manager,30/04/23,252268,2,69.3,Not Promoted,Kolkata,,,1160,0.25,0.638823529,0.373264449,0.391,Low,,,
EMP1320,Kiran Tiwari,42,Male,Human Resources,Team Lead,25/02/22,133046,5,95.9,Promoted,Pune,,,1589,1,0.951764706,0.511785599,0.888,High,,,
EMP1321,Pooja Mukherjee,18,Male,Sales,Engineer,03/08/22,250986,5,69.5,Promoted,Ahmedabad,,,1430,1,0.641176471,0.460445593,0.784,High,,,
EMP1522,Deepak Chauhan,53,Male,Finance,Consultant,04/06/18,93416,5,93.8,Promoted,Bengaluru,,,2951,1,0.927058824,0.951566032,0.968,High,,,
EMP1323,Bhavna Singh,40,Female,Finance,Associate,14/08/25,240240,3,67.4,Not Promoted,Hyderabad,,,323,0.5,0.616470588,0.103002906,0.456,Medium,,,
EMP1324,Jai Banerjee,47,Female,Administration,Manager,24/07/18,219639,5,56.4,Promoted,Delhi,,,2901,1,0.487058824,0.935421376,0.833,High,,,
EMP1325,Indira Sharma,39,Female,Information Technology,Analyst,04/03/25,92180,3,64.2,Not Promoted,Kochi,,,486,0.5,0.578823529,0.155634485,0.455,Medium,,,
EMP1439,Mohan Singh,48,Male,Operations,Executive,15/08/24,132955,4,99,Not Promoted,Kochi,,,687,0.75,0.988235294,0.220536003,0.716,High,,,
EMP1327,Swati Kulkarni,34,Female,Human Resources,Supervisor,23/12/25,295757,4,86,Not Promoted,Mumbai,,,192,0.75,0.835294118,0.060703907,0.638,Medium,,,
EMP1328,Seema Tiwari,22,Female,Research & Development,Team Lead,03/06/19,53703,4,67.4,Not Promoted,Pune,,,2587,0.75,0.616470588,0.834032935,0.727,High,,,
EMP1329,Nisha Mukherjee,35,Female,Sales,Coordinator,23/12/25,268007,5,82.9,Not Promoted,Mumbai,,,192,1,0.798823529,0.060703907,0.752,High,,,
EMP1331,Arjun Kapoor,22,Female,Unknown,Engineer,01/08/19,286784,1,59.5,Not Promoted,Kolkata,,,2528,0,0.523529412,0.814982241,0.32,Low,,,
EMP1332,Shivam Nair,57,Unknown,Research & Development,Executive,13/02/21,144242,3,54.1,Not Promoted,Pune,,,1966,0.5,0.46,0.633516306,0.515,Medium,,,
EMP1333,Gitanjali Mukherjee,45,Male,Sales,Team Lead,13/12/21,247706,1,84.1,Not Promoted,Mumbai,,,1663,0,0.812941176,0.53567969,0.351,Low,,,
EMP1334,Priya Gandhi,32,Male,Sales,Associate,06/09/21,177561,5,55.5,Not Promoted,Hyderabad,,,1761,1,0.476470588,0.567323216,0.756,High,,,
EMP1335,Seema Sinha,48,Male,Logistics,Engineer,22/01/19,162596,5,59,Not Promoted,Chennai,,,2719,1,0.517647059,0.876654827,0.831,High,,,
EMP1336,Jai Malhotra,40,Female,Administration,Supervisor,12/08/19,174447,4,82.5,Not Promoted,Kochi,,,2517,0.75,0.794117647,0.811430417,0.776,High,,,
EMP1337,Vishal Sharma,52,Male,Finance,Analyst,11/04/24,95308,4,51.9,Not Promoted,Pune,,,813,0.75,0.434117647,0.261220536,0.557,Medium,,,
EMP1338,Zara Lal,55,Male,Information Technology,Executive,18/12/19,57356,1,86.7,Not Promoted,Kolkata,,,2389,0,0.843529412,0.770100097,0.407,Low,,,
EMP1339,Rekha Mishra,36,Male,Marketing,Coordinator,10/01/26,245734,4,67.3,Not Promoted,Ahmedabad,,,174,0.75,0.615294118,0.054891831,0.571,Medium,,,
EMP1340,Shreya Iyer,59,Male,Marketing,Executive,01/12/22,261865,2,64.2,Promoted,Bengaluru,,,1310,0.25,0.578823529,0.421698418,0.383,Low,,,
EMP1341,Rekha Chauhan,42,Female,Customer Support,Unknown,26/09/21,150074,2,68.2,Not Promoted,Pune,,,1741,0.25,0.625882353,0.560865354,0.425,Low,,,
EMP1342,Geeta Agarwal,26,Male,Customer Support,Manager,08/05/19,40158,5,79.2,Not Promoted,Kochi,,,2613,1,0.755294118,0.842428156,0.895,High,,,
EMP1343,Rajan Rao,41,Male,Marketing,Coordinator,04/01/25,175378,1,65.6,Not Promoted,Kochi,,,545,0,0.595294118,0.174685179,0.214,Low,,,
EMP1344,Shreya Gupta,32,Female,Logistics,Specialist,21/10/20,96075,3,74.1,Promoted,Chennai,,,2081,0.5,0.695294118,0.670649015,0.593,Medium,,,
EMP1345,Rekha Chopra,59,Female,Human Resources,Consultant,25/02/20,296023,5,73.6,Not Promoted,Hyderabad,,,2320,1,0.689411765,0.747820471,0.856,High,,,
EMP1346,Indira Das,41,Female,Sales,Associate,21/03/21,157730,3,73.7,Promoted,Pune,,,1930,0.5,0.690588235,0.621892154,0.582,Medium,,,
EMP1347,Deepak Shah,53,Male,Operations,Coordinator,12/02/23,45117,1,60.7,Promoted,Bengaluru,,,1237,0,0.537647059,0.39812722,0.241,Low,,,
EMP1348,Farhan Gupta,40,Female,Human Resources,Specialist,25/02/26,78467,4,90.6,Not Promoted,Bengaluru,,,128,0.75,0.889411765,0.040038747,0.65,High,,,
EMP1349,Meera Lal,28,Male,Operations,Team Lead,08/09/22,91793,2,80.7,Promoted,Kochi,,,1394,0.25,0.772941176,0.44882144,0.447,Low,,,
EMP1350,Vijay Chauhan,27,Female,Marketing,Executive,12/05/24,267040,1,89,Not Promoted,Delhi,,,782,0,0.870588235,0.251210849,0.311,Low,,,
EMP1351,Rohit Malhotra,51,Female,Sales,Team Lead,09/10/21,29444,3,57.7,Not Promoted,Ahmedabad,,,1728,0.5,0.502352941,0.556667743,0.512,Medium,,,
EMP1352,Jai Desai,48,Female,Customer Support,Supervisor,06/05/22,118763,3,94.3,Promoted,Kochi,,,1519,0.5,0.932941176,0.48918308,0.628,Medium,,,
EMP1353,Meera Chopra,57,Female,Sales,Executive,15/04/21,236636,3,72.6,Not Promoted,Bengaluru,,,1905,0.5,0.677647059,0.613819826,0.576,Medium,,,
EMP1355,Gitanjali Pandey,30,Female,Finance,Manager,27/12/22,214710,4,70.2,Not Promoted,Kochi,,,1284,0.75,0.649411765,0.413303197,0.652,High,,,
EMP1356,Arun Banerjee,58,Male,Finance,Executive,07/07/20,114667,1,89,Not Promoted,Coimbatore,,,2187,0,0.870588235,0.704875686,0.402,Low,,,
EMP1357,Gaurav Pillai,26,Female,Research & Development,Associate,29/07/21,145103,1,61.2,Not Promoted,Coimbatore,,,1800,0,0.543529412,0.579916048,0.279,Low,,,
EMP1358,Nisha Mukherjee,48,Female,Sales,Team Lead,08/09/21,255229,2,58.5,Not Promoted,Pune,,,1759,0.25,0.511764706,0.56667743,0.392,Low,,,
EMP1359,Tanvi Naik,53,Male,Customer Support,Specialist,07/05/25,162596,4,93.9,Not Promoted,Kochi,,,422,0.75,0.928235294,0.134969325,0.68,High,,,
EMP1360,Radha Krishnan,47,Female,Operations,Coordinator,25/09/23,78776,5,74.3,Promoted,Coimbatore,,,1012,1,0.697647059,0.325476267,0.774,High,,,
EMP1361,Radha Desai,31,Female,Administration,Executive,15/03/19,253145,3,74.8,Not Promoted,Mumbai,,,2667,0.5,0.703529412,0.859864385,0.633,Medium,,,
EMP1362,Divya Das,21,Male,Logistics,Supervisor,14/09/23,216990,5,63.8,Promoted,Kochi,,,1023,1,0.574117647,0.329028092,0.738,High,,,
EMP1363,Nisha Tiwari,23,Female,Operations,Team Lead,05/04/21,227263,2,84.7,Not Promoted,Delhi,,,1915,0.25,0.82,0.617048757,0.494,Medium,,,
EMP1364,Kiran Mehta,31,Male,Sales,Analyst,12/11/24,263815,2,85,Not Promoted,Bengaluru,,,598,0.25,0.823529412,0.191798515,0.41,Low,,,
EMP1365,Arjun Kapoor,50,Female,Customer Support,Manager,22/11/18,276500,2,92,Not Promoted,Hyderabad,,,2780,0.25,0.905882353,0.896351308,0.576,Medium,,,
EMP1366,Harish Malhotra,41,Female,Human Resources,Coordinator,15/01/23,290430,1,75.4,Not Promoted,Coimbatore,,,1265,0,0.710588235,0.407168227,0.295,Low,,,
EMP1367,Nisha Chatterjee,41,Male,Logistics,Executive,25/12/24,276119,4,87.2,Promoted,Kochi,,,555,0.75,0.849411765,0.17791411,0.665,High,,,
EMP1368,Jai Joshi,41,Male,Administration,Associate,24/11/19,130837,2,54.4,Promoted,Ahmedabad,,,2413,0.25,0.463529412,0.777849532,0.42,Low,,,
EMP1369,Gitanjali Rajan,50,Male,Operations,Consultant,16/01/26,272302,1,55.3,Not Promoted,Kochi,,,168,0,0.474117647,0.052954472,0.153,Low,,,
EMP1370,Arjun Kapoor,50,Male,Human Resources,Engineer,11/06/22,291627,2,74.8,Not Promoted,Hyderabad,,,1483,0.25,0.703529412,0.477558928,0.432,Low,,,
EMP1371,Rajan Sharma,33,Male,Operations,Team Lead,07/02/21,242366,2,53.5,Promoted,Kolkata,,,1972,0.25,0.452941176,0.635453665,0.388,Low,,,
EMP1372,Ananya Chauhan,50,Male,Information Technology,Coordinator,05/06/21,28778,5,93.4,Promoted,Ahmedabad,,,1854,1,0.922352941,0.597352276,0.896,High,,,
EMP1373,Rahul Das,51,Male,Administration,Manager,20/02/22,207450,1,98.9,Not Promoted,Kolkata,,,1594,0,0.987058824,0.513400065,0.399,Low,,,
EMP1374,Jai Pandey,26,Male,Marketing,Supervisor,16/01/25,245697,4,53.6,Promoted,Ahmedabad,,,533,0.75,0.454117647,0.170810462,0.545,Medium,,,
EMP1375,Mohan Banerjee,39,Female,Human Resources,Analyst,25/03/26,167767,4,76.3,Not Promoted,Pune,,,100,0.75,0.721176471,0.03099774,0.598,Medium,,,
EMP1376,Usha Patel,51,Male,Finance,Manager,29/10/21,201288,1,74.8,Not Promoted,Kochi,,,1708,0,0.703529412,0.550209881,0.321,Low,,,
EMP1377,Aarav Singh,58,Female,Customer Support,Manager,18/12/25,250524,4,94.4,Promoted,Kochi,,,197,0.75,0.934117647,0.062318373,0.668,High,,,
EMP1378,Aditya Menon,50,Female,Operations,Associate,13/06/23,164339,3,59.8,Not Promoted,Mumbai,,,1116,0.5,0.527058824,0.359057152,0.48,Medium,,,
EMP1379,Vikram Singh,53,Male,Customer Support,Associate,05/06/24,103583,4,77.6,Not Promoted,Delhi,,,758,0.75,0.736470588,0.243461414,0.645,High,,,
EMP1380,Rohit Yadav,57,Male,Operations,Team Lead,06/08/25,145979,5,66.6,Not Promoted,Delhi,,,331,1,0.607058824,0.105586051,0.703,High,,,
EMP1381,Suresh Tiwari,39,Male,Administration,Coordinator,03/10/25,246881,3,53.7,Not Promoted,Hyderabad,,,273,0.5,0.455294118,0.08685825,0.404,Low,,,
EMP1382,Vijay Kapoor,31,Male,Marketing,Engineer,24/08/22,168101,1,98.9,Not Promoted,Chennai,,,1409,0,0.987058824,0.453664837,0.387,Low,,,
EMP1383,Rajan Kapoor,27,Male,Human Resources,Coordinator,14/09/25,31350,3,70.7,Not Promoted,Pune,,,292,0.5,0.655294118,0.092993219,0.465,Medium,,,
EMP1384,Bhavna Banerjee,56,Female,Research & Development,Supervisor,18/04/25,33122,4,60.8,Promoted,Mumbai,,,441,0.75,0.538823529,0.141104294,0.565,Medium,,,
EMP1385,Usha Menon,39,Male,Marketing,Consultant,21/12/20,220182,1,69.2,Not Promoted,Pune,,,2020,0,0.637647059,0.650952535,0.321,Low,,,
EMP1386,Anjali Pillai,22,Male,Information Technology,Executive,08/03/18,126523,5,54,Not Promoted,Delhi,,,3039,1,0.458823529,0.979980626,0.834,High,,,
EMP1387,Priya Mishra,37,Male,Finance,Associate,12/12/18,207425,1,78.6,Not Promoted,Hyderabad,,,2760,0,0.748235294,0.889893445,0.402,Low,,,
EMP1389,Vikram Agarwal,29,Male,Human Resources,Analyst,22/08/18,61587,5,87.4,Not Promoted,Kochi,,,2872,1,0.851764706,0.926057475,0.941,High,,,
EMP1390,Esha Rajan,49,Female,Customer Support,Team Lead,25/07/25,104720,3,79.8,Not Promoted,Coimbatore,,,343,0.5,0.762352941,0.109460768,0.501,Medium,,,
EMP1391,Kiran Rao,53,Male,Logistics,Consultant,30/11/21,280626,2,85.3,Not Promoted,Delhi,,,1676,0.25,0.827058824,0.539877301,0.481,Medium,,,
EMP1392,Harish Banerjee,55,Female,Research & Development,Supervisor,18/07/20,72496,5,74.3,Not Promoted,Chennai,,,2176,1,0.697647059,0.701323862,0.85,High,,,
EMP1393,Deepa Rao,40,Male,Logistics,Associate,22/10/24,217431,4,72.8,Not Promoted,Hyderabad,,,619,0.75,0.68,0.19857927,0.619,Medium,,,
EMP1394,Shreya Hegde,23,Male,Sales,Consultant,27/01/22,106803,5,94.4,Not Promoted,Ahmedabad,,,1618,1,0.934117647,0.5211495,0.884,High,,,
EMP1395,Vinay Nair,57,Female,Research & Development,Analyst,01/10/18,63045,3,59.8,Not Promoted,Hyderabad,,,2832,0.5,0.527058824,0.91314175,0.591,Medium,,,
EMP1396,Farhan Chauhan,53,Female,Sales,Coordinator,13/06/22,162596,2,65.5,Promoted,Ahmedabad,,,1480,0.25,0.594117647,0.476590249,0.399,Low,,,
EMP1397,Indira Gupta,55,Male,Operations,Associate,19/09/23,206487,4,61.1,Not Promoted,Hyderabad,,,1018,0.75,0.542352941,0.327413626,0.603,Medium,,,
EMP1398,Anjali Sinha,36,Female,Customer Support,Executive,22/07/18,251065,3,60.6,Not Promoted,Mumbai,,,2903,0.5,0.536470588,0.936067162,0.598,Medium,,,
EMP1399,Pankaj Chauhan,41,Female,Human Resources,Analyst,22/03/24,115714,2,66.1,Not Promoted,Hyderabad,,,833,0.25,0.601176471,0.267678398,0.359,Low,,,
EMP1400,Madhuri Sharma,42,Female,Marketing,Coordinator,26/06/20,214201,1,91.1,Not Promoted,Delhi,,,2198,0,0.895294118,0.70842751,0.41,Low,,,
EMP1401,Suresh Chauhan,59,Male,Operations,Analyst,31/08/19,217815,4,94.3,Not Promoted,Bengaluru,,,2498,0.75,0.932941176,0.805295447,0.816,High,,,
EMP1402,Shalini Iyer,54,Female,Logistics,Executive,06/11/20,273852,4,55.1,Not Promoted,Kolkata,,,2065,0.75,0.471764706,0.665482725,0.65,High,,,
EMP1403,Rahul Sharma,38,Male,Marketing,Supervisor,06/02/20,173639,4,57.9,Not Promoted,Chennai,,,2339,0.75,0.504705882,0.753955441,0.677,High,,,
EMP1404,Shreya Pillai,37,Male,Research & Development,Specialist,06/04/24,266016,4,59.5,Not Promoted,Hyderabad,,,818,0.75,0.523529412,0.262835002,0.585,Medium,,,
EMP1405,Kavya Banerjee,56,Male,Marketing,Team Lead,24/01/25,76211,2,70,Not Promoted,Kolkata,,,525,0.25,0.647058824,0.168227317,0.353,Low,,,
EMP1406,Aarav Pillai,29,Male,Information Technology,Manager,11/01/22,186060,3,94.2,Promoted,Delhi,,,1634,0.5,0.931764706,0.526315789,0.635,Medium,,,
EMP1407,Suresh Rajan,24,Male,Customer Support,Consultant,15/12/24,25555,3,57,Not Promoted,Mumbai,,,565,0.5,0.494117647,0.181143042,0.434,Low,,,
EMP1408,Vikram Malhotra,51,Male,Customer Support,Manager,18/09/23,59204,1,84.8,Not Promoted,Coimbatore,,,1019,0,0.821176471,0.327736519,0.312,Low,,,
EMP1409,Vikram Nair,41,Female,Marketing,Consultant,03/06/21,48236,1,72,Promoted,Hyderabad,,,1856,0,0.670588235,0.597998063,0.321,Low,,,
EMP1410,Rohit Tiwari,42,Male,Finance,Consultant,05/07/19,43080,5,66.3,Not Promoted,Bengaluru,,,2555,1,0.603529412,0.823700355,0.846,High,,,
EMP1411,Chirag Pillai,59,Male,Research & Development,Engineer,27/08/24,44307,4,80.4,Promoted,Pune,,,675,0.75,0.769411765,0.216661285,0.649,High,,,
EMP1412,Komal Sharma,21,Male,Research & Development,Team Lead,12/08/22,105214,2,84.4,Not Promoted,Delhi,,,1421,0.25,0.816470588,0.457539554,0.461,Medium,,,
EMP1413,Vijay Menon,54,Female,Finance,Manager,11/06/20,216612,5,76.1,Promoted,Coimbatore,,,2213,1,0.718823529,0.713270907,0.858,High,,,
EMP1414,Sanjay Chopra,53,Male,Operations,Executive,22/06/18,87293,5,78.8,Not Promoted,Pune,,,2933,1,0.750588235,0.945753955,0.914,High,,,
EMP1415,Arjun Chauhan,43,Female,Marketing,Manager,24/11/20,152306,1,75,Promoted,Chennai,,,2047,0,0.705882353,0.659670649,0.344,Low,,,
EMP1416,Radha Banerjee,37,Male,Logistics,Coordinator,24/02/26,237642,2,70.8,Not Promoted,Bengaluru,,,129,0.25,0.656470588,0.04036164,0.33,Low,,,
EMP1417,Vishal Pandey,27,Female,Customer Support,Coordinator,31/01/22,33471,2,59.8,Not Promoted,Coimbatore,,,1614,0.25,0.527058824,0.519857927,0.387,Low,,,
EMP1418,Kavya Menon,35,Female,Logistics,Manager,24/10/18,95951,4,92.3,Not Promoted,Chennai,,,2809,0.75,0.909411765,0.905715208,0.829,High,,,
EMP1419,Jai Bhatt,26,Female,Customer Support,Manager,30/04/19,78872,5,87,Not Promoted,Pune,,,2621,1,0.847058824,0.845011301,0.923,High,,,
EMP1421,Kiran Chauhan,38,Female,Human Resources,Supervisor,03/02/24,29250,3,85,Not Promoted,Mumbai,,,881,0.5,0.823529412,0.283177268,0.554,Medium,,,
EMP1422,Gaurav Agarwal,32,Female,Research & Development,Associate,23/10/22,123512,4,58.2,Promoted,Bengaluru,,,1349,0.75,0.508235294,0.43429125,0.614,Medium,,,
EMP1423,Vikram Tiwari,41,Female,Research & Development,Coordinator,25/09/21,221605,3,92.7,Not Promoted,Coimbatore,,,1742,0.5,0.914117647,0.561188247,0.636,Medium,,,
EMP1424,Aarav Pandey,39,Female,Information Technology,Executive,07/11/21,84016,5,91.7,Not Promoted,Chennai,,,1699,1,0.902352941,0.547303842,0.88,High,,,
EMP1425,Harish Sharma,40,Male,Human Resources,Team Lead,22/01/22,123378,1,89.9,Not Promoted,Pune,,,1623,0,0.881176471,0.522763965,0.369,Low,,,
EMP1426,Rekha Sharma,53,Male,Marketing,Team Lead,13/06/22,281258,5,57.8,Not Promoted,Ahmedabad,,,1481,1,0.503529412,0.476913142,0.746,High,,,
EMP1427,Pankaj Rajan,52,Male,Logistics,Specialist,09/04/26,235434,2,72.7,Promoted,Chennai,,,85,0.25,0.678823529,0.026154343,0.334,Low,,,
EMP1428,Mohan Joshi,60,Male,Logistics,Specialist,05/01/18,78821,1,65.7,Not Promoted,Coimbatore,,,3101,0,0.596470588,1,0.379,Low,,,
EMP1429,Nikhil Mukherjee,42,Male,Research & Development,Coordinator,12/08/19,52439,4,55.7,Not Promoted,Pune,,,2517,0.75,0.478823529,0.811430417,0.681,High,,,
